sentence,threat
l key management for data encryption be not support when use sitescope failover to provide backup infrastructure monitoring for the primary sitescope neither on the primary sitescope or on the sitescope failover server ,0
if you be use sitescope failover with a sitescope that use the default key encryption and you then switch sitescope to key management datum encryption use the harden tool you will get an unexpected shutdown error in the high availabilitylog when mirror the configuration  how to configure sitescope to use a custom key for data encryption use key management you can manage and change the cryptographic key that be use for encrypt the sitescope configuration datum persistency ,0
note if you plan to use sitescope in fip compliant mode see fip compliancy overview on page you must configure fip compliant mode before change the cryptographic key to avoid have to disable and then re enable key management for datum encryption ,0
if you need to make change to fip mode after customize the encryption key follow the step describe in how to enable or disable fip compliant mode after change the encryption key on the next page ,0
install sitescope ,0
for detail see installation workflow on page  ,0
start sitescope in order to generate sitescope persistency datum  ,0
stop sitescope ,0
hp sitescope  page of deployment guide chapter configure sitescope to use a custom key for data encryption ,0
run the harden tool ,0
a when prompt in the tool select the option enable or re encrypt key management datum encryption ,0
b enter to encrypt or re encrypt persistency datum use a custom key ,0
change cryptographic key for encrypt the configuration provide strong encryption than the standard sitescope encryption ,0
to restore persistency datum to the standard key encryption enter ,0
c confirm you want to encrypt or re encrypt persistency datum use a custom key ,0
d enter a new passphrase to use for the custom key this passphrase be not the one that be already in use it be for the new iteration of the encryption ,0
the passphrase can not contain empty space or escape character ,0
sitescope generate a new key and use it to encrypt the persistency datum ,0
note you must enter this passphrase when use the sitescope configuration wizard or the sitescope configuration tool to export or import sitescope configuration datum that be encrypt use this custom key ,0
note that the passphrase be not store with the zip file in the export configuration  ,0
start sitescope ,0
how to enable or disable fip compliant mode after change the encryption key if you want to enable or disable fip compliant mode after you have change the sitescope server key use for encrypt datum you must perform the following note failure to perform the step in the order list below can result in sitescope data loss  ,0
disable key management for datum encryption see step of how to configure sitescope to use a custom key for data encryption on the previous page and enter to restore the standard encryption  ,0
enable disable fip compliant mode ,0
for detail see enable fip compliant hp sitescope ,0
page of deployment guide chapter configure sitescope to use a custom key for data encryption mode on page  ,0
enable key management for data encryption continue from step of how to configure sitescope to use a custom key for data encryption on page and enter to encrypt persistency datum use a custom key ,0
how to export and import configuration datum when use a custom key for data encryption when sitescope be configure to use key management for datum encryption you enter a passphrase that sitescope use to generate a new key ,0
sitescope use this key to encrypt the persistency datum ,0
when you later export or import this encrypt datum into sitescope you must enter the same passphrase for the sitescope server key  ,0
export sitescope configuration datum from your current sitescope for late import into sitescope ,0
n when use the sitescope configuration tool in the export configuration screen enter the passphrase use for the sitescope server keystore in the passphrase box ,0
this box be disabled when the default sitescope encryption be use ,0
click next to complete the export operation ,0
the configuration datum be encrypt and export use the custom key ,0
note these input field be disabled when the default sitescope encryption be use ,0
n when run the configuration tool in console mode use the configuration tool in the export configuration screen enter the passphrase use for the sitescope server keystore when prompt and then press enter to complete the export operation ,0
n when use silent mode enter the key management datum encryption passphrase in the relevant section of the ovinstallparamsini file ,0
import sitescope configuration datum ,0
n user interface during installation in the sitescope configuration wizard or post installation in the sitescope configuration tool hp sitescope ,1
page of deployment guide chapter configure sitescope to use a custom key for data encryption in the import configuration screen enter the name of the user datum zip file to import or enter the sitescope installation directory from which to import the user data file ,1
in the passphrase box enter the passphrase use for the sitescope server keystore ,0
confirm the passphrase by enter the same passphrase in the match passphrase box ,0
note these box be disabled when the default sitescope encryption be use ,0
iii  click next to complete the import operation ,0
n console mode during installation or post installation use the configuration tool in the import configuration screen enter the passphrase use for the sitescope server key when prompt and then press enter to complete the import operation ,0
n silent installation enter the passphrase for the custom key use for data encryption in the relevant section of the ovinstallparamsini file ,0
the import configuration datum be encrypt use the custom key ,0
hp sitescope  page of chapter configure sitescope to communicate with bsm over a secure connection this chapter include configure sitescope to connect to a bsm server that require a secure connection below configure sitescope to connect to a bsm server that require a client certificate below configure bsm to connect to sitescope when sitescope require a client certificate on the next page configure sitescope to connect to a bsm server that require a secure connection to configure sitescope to connect to a bsm server that require a secure connection you must establish trust to enable secure communication between sitescope and bsm ,0
this mean that sitescope must trust the certificate authority that issue the bsm server certificate ,0
for sitescope to trust a certificate authority the certificate authority s certificate must be store in the sitescope server and main truststore ,0
for detail see import certificate authority certificate into sitescope truststore on page ,0
configure sitescope to connect to a bsm server that require a client certificate you can configure sitescope to connect to a bsm server that require a client certificate ,0
this involve import the bsm server certificate into a sitescope keystore ,0
we recommend that you do this by use the harden tool ,0
for detail see how to use the harden tool to configure sitescope to connect to a bsm server that require a client certificate on page ,0
it be also possible use the manual procedure in manually configure sitescope to connect to a bsm server that require a client certificate on page ,0
hp sitescope  page of deployment guide chapter configure sitescope to communicate with bsm over a secure connection configure bsm to connect to sitescope when sitescope require a client certificate in bsm perform the follow step on both the gateway and datum processing server ,1
copy the file sitescope home templatescertificate bsmclientkeystore from the sitescope machine file to any folder on the bsm machine  ,0
stop bsm  ,0
edit hp bsm root directory ejbcontainer bin product runbat and add the follow set security opt djavaxnetsslkeystore full path to copy bsmclientkeystore file djavaxnetsslkeystorepassword password for bsmclientkeystore file djavaxnetsslkeystoretype jks set java opt java opt security opt where full path to copy bsmclientkeystore file be a keystore path and password for bsmclientkeystore file be the keystore password  ,1
restart bsm  ,0
configure bsm and sitescope in system availability management sam administration  ,0
change the gateway server name ip address property in sam administration new edit sitescope distribute setting to the fully qualified domain name fqdn of the secure reverse proxy ,0
hp sitescope  page of chapter use the hardening tool the harden tool be a command line tool that enable you to configure sitescope to perform a full or partial hardening of sitescope ,0
note each time the tool run it perform a full backup of the exist sitescope configuration enable you to roll back to a back up configuration ,0
for detail see how to use the harden tool to restore a back up configuration on page ,0
you can use the harden tool to perform the follow task how to run the harden tool on the next page how to use the harden tool to configure sitescope to require a secure connection on how to use the harden tool to configure sitescope to verify certificate revocation on how to use the harden tool to import certificate authority certificate into sitescope truststore on page how to use the harden tool to configure sitescope to connect to a bsm server that require a client certificate on page how to use the harden tool to enable fip compliant mode on page how to use the harden tool to enable key management for datum encryption on page how to use the harden tool to configure sitescope and sitescope public api client certificate authentication on page how to use the harden tool to configure jmx remote access on page how to use the harden tool to restore a back up configuration on page hp sitescope  page of deployment guide chapter use the harden tool how to run the harden tool this topic describe how to open and run the harden tool ,0
to perform the other task describe in the topic in this chapter you must first perform the step in this topic ,0
if you want to enable ldap user authentication require if you intend to log in to sitescope by use client certificate only configure ldap integration before run the tool a configure the ldap server on sitescope ,1
for detail see how to set up sitescope to use ldap authentication in the use sitescope guide in the sitescope help ,0
b create a new role in sitescope user management for ldap user ,1
c change the sitescope administrator login name to the email address of a user locate in ldap ,1
do not enter a password  ,1
stop the sitescope service window n if you be run sitescope from gobat close the command line terminal or press ctrl c ,0
n if you be run sitescope as a service in window explorer search for service ,1
the component service window open ,0
in the left pane select service local ,0
in the service list in the center pane select hp sitescope ,0
in the area to the left of the service list click stop the service ,0
linux run the command line cd opt hp sitescope ,0
stop caution do not run the harden tool when sitescope be run  ,0
start the tool by run the command line hp sitescope ,0
page of deployment guide chapter use the harden tool window sitescope home directory tool sitescopehardeningtool runsslconfigurationbat linux ,0
opt hp sitescope tool sitescopehardeningtool runsslconfigurationsh the harden tool open  ,0
when prompt in the tool select the option sitescope harden configuration ,0
the exist sitescope configuration be automatically back up  ,0
when prompted enter a backup description to allow easy recognition in case you want to restore that backup in the future ,0
to restore a back up configuration see how to use the harden tool to restore a back up configuration on page ,0
note when use the hardening tool the tomcat configuration serverxml file in the opt hp sitescope tomcat conf directory be overwrite and any modification make to that file before run the tool be remove ,0
to restore these modification you must reapply they to this file after run the tool  ,0
select one or a combination of the task list in the tool ,0
for detail on use the harden tool to perform configuration task see the other topic in this chapter ,0
note change in configuration take effect only after you exit the harden tool ,0
how to use the harden tool to configure sitescope to require a secure connection note if you plan to enable sitescope to run in fip compliant mode follow the procedure in enable fip compliant mode on page ,0
you can use the harden tool to configure sitescope to require a secure connection https ,0
hp sitescope  page of deployment guide chapter use the harden tool ,0
run the harden tool ,0
for detail see how to run the harden tool on page  ,0
when prompt in the tool select the option configure sitescope standalone to work over ssl https ,0
alternatively if you want to perform all the harden configuration task available in the tool select the option full sitescope harden configuration all of the configuration option  ,0
confirm that you want to configure sitescope to work over ssl  ,0
confirm whether you want to configure sitescope to be fip compliant ,0
for detail see enable fip compliant mode on page  ,0
select one of the follow method to create the sitescope server keystore to hold the sitescope server certificate n import a server keystore in jks format ,0
the tool prompt you to select an alia in which the key for sitescope ssl authentication be locate ,0
note if you later configure sitescope and sitescope public api client for client certificate authentication see configure sitescope to require client certificate authentication on page sitescope use this alia to export the key to the client truststore of the sitescope api ,0
follow the instruction in the tool ,0
n create a server keystore by sign a request on a certify certificate authority server ,0
select this option create a new keystore and generate a key request to a certificate authority for a sign certificate ,0
the generate certificate be then import into the keystore ,0
the tool prompt you to enter server keystore parameter ,0
we recommend that for the common name you enter your machine s url for example yourserverdomaincom and for the alias name your machine s name for example yourserver ,0
n import a server keystore from a server certificate in pfx format ,0
select this option create a keystore from a certificate in pfx format ,0
this certificate must contain its private key ,0
hp sitescope  page of deployment guide chapter use the hardening tool the harden tool automatically ensure that the keystore password and the private key be the same each time a keystore be create  ,1
enter a username property for the client certificate ,1
the default username be other name ,1
the server certificate be import to the server keystore ,0
the certificate alia appear in the tool  ,0
confirm if you want to enable sitescope client authentication ,0
if you enable client tls authentication sitescope perform full client tls authentication upon the tls handshake and extract a client certificate ,0
this client certificate be check against the sitescope user management system  ,1
confirm if you want to enable smart card enforcement ,0
if you enable smart card enforcement sitescope verifie that the client certificate originate from a hardware device ,0
for more detail about smart card enforcement see configure smart card authentication on page  ,0
enter a password for the sitescope server truststore ,1
the default password be changeit ,1
for sitescope to trust a client certificate sitescope must trust the certificate authority that issue the client certificate ,0
for sitescope to trust a certificate authority the certificate authority s certificate must be store in the sitescope server and main truststore ,0
to import certificate authority certificate into sitescope truststore see how to use the harden tool to import certificate authority certificate into sitescope truststore on page  ,0
enter q to complete the harden tool process ,0
how to use the harden tool to configure sitescope to verify certificate revocation you can use the harden tool to configure sitescope to verify revocation of client certificate use the follow method l certificate revocation list crl hp sitescope  page of deployment guide chapter use the harden tool enable you to verify client certificate revocation through a crl list ,0
the url of the crl list be locate in the client certificate property ,0
the list be download to the local server ,0
you be prompt to enter a life time of the crl list cache on the local server ,0
the follow table describe the crl lifetime value description the crl be cache locally and reload only if change on the server ,0
this value be recommend for well performance ,0
the crl be reload with each verification request ,0
the crl lifetime in second ,0
at the expiration of this time the crl be reload ,0
l online certificate status protocol ocsp enable you to verify client certificate revocation through a connection to a remote server ,0
sitescope pass the serial number of the client certificate to the remote server and wait for a response ,0
the default ocsp responder url be locate in the client certificate property but you can override this url ,0
you can verify client certificate revocation via a crl or via a crl and the ocsp  to verify client certificate revocation ,0
run the harden tool ,0
for detail see how to run the harden tool on page  ,0
select the option configure sitescope ssl certificate revocation verification via crl and ocsp  ,0
follow the instruction in the tool ,0
the tool prompt you to activate the forward http proxy ,0
if you activate the forward http proxy all certificate revocation request be redirect through the proxy server to crl and ocsp url ,0
you can also configure sitescope to comply with the federal information process standard fip publication if require ,0
for detail see configure sitescope to operate in fip compliant mode on page ,0
change in configuration take effect only after you exit the harden tool ,0
hp sitescope  page of deployment guide chapter use the harden tool how to use the harden tool to import certificate authority certificate into sitescope truststore for more information about import certificate authority certificate into sitescope truststore see import certificate authority certificate into sitescope truststore on page ,0
to import certificate authority certificate into sitescope truststore ,0
prerequisite if configure sitescope to require a secure connection before import certificate authority certificate into sitescope truststore you must configure sitescope to work over tls by import a sitescope server certificate into the sitescope server keystore ,0
for detail see how to use the harden tool to configure sitescope to require a secure connection on page  ,0
run the harden tool ,0
for detail see how to run the harden tool on page  ,0
when prompt in the tool select the option import ca certificate into sitescope main and server truststore  ,0
follow the instruction in the tool ,0
l the tool accept file path in regular window format only ,0
in unix format where a blank space in a file path be precede by a backslash to indicate that a blank space follow you should remove the backslash ,0
format window file path user temp dir certificatecer user temp dir certificatecer change to user temp dir certificatecer l change in configuration take effect only after you exit the harden tool ,1
hp sitescope  page of deployment guide chapter use the harden tool how to use the harden tool to configure sitescope to connect to a bsm server that require a client certificate you use the harden tool to configure client tls authentication for bsm integration ,0
the tool enable you to configure sitescope to allow bsm to integrate with sitescope ,0
you can also use this tool to configure sitescope failover for tls with client certificate authentication ,0
in both case you must follow the procedure describe below ,1
note before configure tls client authentication for bsm integration you must configure sitescope to work over tls by import a sitescope server certificate into the sitescope server keystore ,0
for detail see how to use the harden tool to configure sitescope to require a secure connection on page ,0
if you have not already do this the harden tool prompt you to perform a full sitescope harden configuration ,0
to configure client tls client authentication for bsm integration ,0
run the harden tool ,0
for detail see use the harden tool on page  ,0
select the option configure sitescope client certificate authentication for bsm integration  ,0
follow the instruction in the tool ,0
a when prompted enter a full path in cer format to the certificate authority certificate that issue the bsm server certificate ,0
the bsm server certificate be import into the sitescope truststore ,0
when prompt confirm that you trust the bsm server certificate ,0
the bsm server certificate be import to the keystore ,0
c when prompt select one of the follow method to create the sitescope server keystore to hold the sitescope server certificate o import a server keystore in jks format ,0
the tool prompt you to select an alia in which the key for sitescope tls authentication be locate ,0
note if you later configure sitescope and sitescope public api client for client hp sitescope ,0
page of deployment guide chapter use the harden tool certificate authentication see configure sitescope to require client certificate authentication on page sitescope use this alia to export the key to the client truststore of the sitescope api ,0
o create a server keystore by sign a request on a certify certificate authority server ,0
select this option create a new keystore and generate a key request to a certificate authority for a sign certificate ,0
the generate certificate be then import into the keystore ,0
the tool prompt you to enter server keystore parameter ,0
we recommend that for the common name you enter your machine s url for example anyserverdomaincom and for the alias name your machine s name for example anyserver ,0
o import a server keystore from a server certificate in pfx format ,0
select this option create a keystore from a certificate in pfx format ,0
this certificate must contain its private key ,0
the harden tool automatically ensure that the keystore password and the private key be the same each time a keystore be create ,1
d when prompted enter the password for the client keystore that will be use to authenticate bsm  sitescope create the bsm client certificate keystore ,1
e when prompted enter the password for the discovery agent truststore mamtruststoreexpjks ,1
the default password be logomania ,1
we highly recommend that you do not change the default password ,1
during the configuration process sitescope automatically import the bsm server certificate into sitescope truststore ,0
f when prompt confirm that you trust the bsm server certificatethe bsm server certificate be import into the sitescope keystore ,0
n the tool accept file path in regular window format only ,0
in unix format where a blank space in a file path be precede by a backslash to indicate that a blank space follow hp sitescope ,0
page of deployment guide chapter use the harden tool you should remove the backslash  format windows file path user temp dir certificatecer user temp dir certificatecer change to user temp dir certificatecer n change in configuration take effect only after you exit the harden tool ,1
how to use the harden tool to enable fip compliant mode you can use the harden tool to configure sitescope to be fip compliant ,0
fip be a cryptographic module validation program administer by the national institute of standard and technology nist that specify the security requirement for cryptographic module ,0
for detail see enable fip compliant mode on page ,0
how to use the harden tool to enable key management for datum encryption you can use key management in the harden tool to change the cryptographic key use for encrypt the persistency datum in sitescope ,0
this be a strong encryption method than the standard method use in sitescope ,0
for detail see how to configure sitescope to use a custom key for data encryption on page ,0
how to use the harden tool to configure sitescope and sitescope public api client certificate authentication you use the harden tool to configure sitescope and sitescope public api client for client certificate authentication as follow hp sitescope  page of deployment guide chapter use the harden tool ,0
run the harden tool ,0
for detail see how to run the harden tool on page  ,0
select the option configure sitescope and sitescope public api client for client certificate authentication  ,0
follow the instruction in the tool ,0
n if you enable ldap user authentication for sitescope public apis the username extract from the api client certificate be authenticate by the ldap server ,1
n when you be prompt to add a client certificate sign authority to the sitescope server truststore the certificate be import into sitescope server truststore and main truststore ,0
create api configuration file be place under the script directory in the api configuration directory ,0
n the tool accept file path in regular window format only ,0
in unix format where a blank space in a file path be precede by a backslash to indicate that a blank space follow you should remove the backslash ,0
format window file path user temp dir certificatecer user temp dir certificatecer change to user temp dir certificatecer n change in configuration take effect only after you exit the harden tool ,1
how to use the harden tool to configure jmx remote access you can use the harden tool to enable or disable jmx remote access to the sitescope server as follow hp sitescope  page of deployment guide chapter use the harden tool ,0
run the harden tool ,0
for detail see how to run the harden tool on page  ,0
select the option configure jmx remote access  ,0
follow the instruction in the tool ,0
tip change in configuration take effect only after you exit the harden tool ,0
how to use the harden tool to restore a back up configuration when you run the harden tool the exist sitescope configuration be automatically back up ,0
you can use the harden tool to restore a back up configuration as follow ,0
run the harden tool ,0
for detail see how to run the harden tool on page  ,0
select the option restore sitescope configuration from backup  ,0
follow the instruction in the tool ,0
n backup name contain the time and date of the backup ,0
n change in configuration take effect only after you exit the harden tool ,0
harden tool limitation troubleshoot this section describe troubleshooting and limitation when work with the harden tool ,0
limitation if sitescope be instal on a non english operating system you can not use the harden tool to configure sitescope for use tls ,0
in that case use the manual procedure describe in the appendix section of the hp sitescope deployment guide ,0
hp sitescope  page of deployment guide chapter use the harden tool troubleshoot l the harden tool do not accept file path in unix format ,0
cause the tool accept file path in regular window format only ,0
solution in unix format where a blank space in a file path be precede by a backslash to indicate that a blank space follow you should remove the backslash ,0
format window file path user temp dir certificatecer user temp dir certificatecer change to user temp dir certificatecer l upon exit the tool an error message appear notify that there be a problem copy to a file ,1
cause this happen when the configuration tool can not find one of the create configuration file ,0
this occur when the tool be not run from the command line ,0
in this case the create file be not place in the configuration tool directory ,0
solution in the configuration tool directory delete any create library for example api configuration tmp number bsm int ,0
b open a command line terminal ,0
c go to configuration tool directory through the command line ,0
d run the configuration tool from the command line ,0
for detail see use the harden tool on page ,0
l after configure sitescope authentication sitescope do not provide an option for an authentication certificate when access sitescope through a web browser and login fail ,1
hp sitescope  page of deployment guide chapter use the harden tool cause sitescope truststore do not contain the certificate of certificate sign authority can certificate ,0
this cause sitescope not to request client certificate that be sign by those certificate sign authority ,0
solution import ca certificate into sitescope main and server truststore and add the need ca certificate ,0
for detail see import certificate authority certificate into sitescope truststore on page ,0
l sitescope public api call exit with numberformatexception ,0
cause api call execute with usessl parameter set to false  solution run api call with usessl parameter set to true ,0
l sitescope public api call exit with connectexception connection refuse ,0
cause api call try to connect to a port that be not a tls port ,0
solution set the port parameter to tls authentication port ,0
l sitescope public api call fail with internal server error ,0
cause the login parameter be not set to the correct tls username ,1
solution set the login parameter to sitescope certificate authenticate user ,1
l sitescope display the follow message when you try to access sitescope through a browser the user be not valid sitescope user ,1
please contact sitescope administrator ,1
cause client tls authentication and smart card enforcement be enable while configure sitescope for tls authentication but ldap server be not set in sitescope user management ,1
solution a run the harden tool ,0
note if you intend to log in to sitescope by use client certificate only you must first configure the ldap server in sitescope before perform the hardening procedure ,0
after harden sitescope the user name use for log in be extract from the client certificate and be check against the ldap server and the follow property be add to the sitescope root group masterconfig file you should not modify these property hp sitescope ,1
page of deployment guide chapter use the harden tool o clientcertificateauthidentitypropertyname ,0
indicate to sitescope where the user name use for the connection be find in client certificate property ,1
o clientcertificateauthisapirealldapuserrequire ,1
indicate to sitescope that user name authentication should be do through ldap when call sitescope apis ,1
o clientcertificateauthusernamepropertynameinsubjectfield ,1
the property under which the user name can be find in client certificate that be use for api call ,1
b restore the sitescope configuration that be back up before run the tool for detail see restore a back up configuration on page ,0
c configure the ldap server ,0
d run the harden tool again ,0
solution a open the masterconfig file at sitescope root directory group and change the value of the follow property to false o clientcertificateauthenable o clientcertificateauthisapirealldapuserrequire o clientcertificateauthsmartcardenforcementenable b restart sitescope ,1
c configure the ldap server ,0
d open the masterconfig file ,0
e change the above property to their original value ,0
f restart sitescope ,0
hp sitescope  page of chapter configuration of usgcb fdcc compliant desktop the united states government configuration baseline usgcb formerly know as the federal desktop core configuration fdcc be a standard for desktop configuration that provide guidance on improve and maintain effective configuration setting focus primarily on security ,0
sitescope be certify with usgcb fdcc compliant client ,0
to enable compliancy you must add the sitescope url to the trust site security zone and to the pop up allow list ,0
it be also recommend to allow file download ,0
for more information on usgcb fdcc see l http usgcbnistgov usgcb microsoft contenthtml l http nvdnistgov fdcc indexcfm prerequisite install the late jre version support by sitescope as list in the client system requirement on page ,0
how to enable group policy editor gpeditmsc in window ,0
add the sitescope url to the trust site security zone a open the group policy editor by run the command run gpeditmsc ,0
b navigate to computer configuration administrative templates window component internet explorer internet control panel security page in the set panel on the right double click site to zone assignment list select the enable option and click show ,0
in the show content dialog box click add ,0
in the enter the name of the item to be add box enter the name of the sitescope server ,0
for example http mysitescopecom ,0
if you be use sitescope over https enter https mysitescopecom ,0
in the enter the value if item to be add box enter the number to denote the zone hp sitescope ,0
page of deployment guide chapter configuration of usgcb fdcc compliant desktop value zone type description intranet zone site on your local network trust site zone site that have be add to your trust site internet zone site that be on the internet restrict site site that have be specifically add to your restricted site ,0
add the sitescope url to the pop up allow list ,0
a open the group policy editor by run the command run gpeditmsc ,0
b navigate to computer configuration administrative templates window component internet explorer in the set panel on the right double click pop up allow list select the enable option and click show ,0
in the show content dialog box click add ,0
in the enter the name of the item to be add box enter the name of the sitescope server ,0
for example http mysitescopecom ,0
if you be use sitescope over https enter https mysitescopecom  ,0
allow file download optional use for log grabber and release note ,0
a open the group policy editor by run the command run gpeditmsc ,0
b navigate to computer configuration administrative templates window component internet explorer security feature restrict file download and in the set panel on the right double click internet explorer process and select the disabled option ,0
hp sitescope  page of part post installation getting start hp sitescope ,0
page of chapter post installation administration this chapter include recommend step you should perform after instal sitescope  register for sitescope support ,1
for more information see getting start roadmap on page ,0
to improve sitescope scalability and performance we recommend instal microsoft hotfixe ,0
for more information see install microsoft hotfixe on page ,0
if you be upgrade from an early version of sitescope use the configuration tool to transfer monitor and group configuration datum from the old sitescope installation to the new installation ,0
for more information on use the configuration tool see use the sitescope configuration tool on page ,0
log on to the sitescope web interface use a web browser ,0
for more information see connect to sitescope on page ,0
new installation be automatically activate with the community license which enable use sitescope with limited functionality for an unlimited period of time ,0
if you be upgrade your sitescope edition to one that provide full sitescope functionality you can enter your sitescope license information during installation or post installation in the general preference page as describe in the general preference section of use sitescope in the sitescope help ,0
for license detail see sitescope license on page ,0
create a user name and password for the sitescope administrator account ,1
this be the default account that be active when the product be instal ,1
it have full privilege to manage sitescope and be the account that all user who access the product use unless you restrict the account ,1
create and configure other user account base on the requirement of the organization ,1
for detail see the user management preference section in use sitescope in the sitescope help ,1
if no user name and password be define for the administrator user sitescope skip the login page and log in automatically ,1
hp sitescope  page of deployment guide chapter post installation administration configure the sitescope email preference email server with an administrator email address and specify a mail server that sitescope can use to forward email message and alert to user ,1
for detail see the email preference section in use sitescope in the sitescope help ,0
configure connection profile for the remote server you want to be able to monitor ,1
specify the connection method to use in accordance with your security requirement ,0
for detail see the remote server section in use sitescope in the sitescope help ,0
if necessary adjust log preference to set how many day of monitor datum be retain on the sitescope server ,0
by default sitescope delete log old than day ,0
if you plan to have monitor datum export to an external database prepare the database the necessary driver and configure the log preference as applicable ,0
for detail see the log preference section in use sitescope in the sitescope help ,0
install middleware driver for connectivity with remote database and application for those monitor that require driver ,0
when use sitescope as a data collector for business service management bsm configure the bsm integration ,0
for detail see the working with bsm section in use sitescope in the sitescope help ,0
when use sitescope to send event or report metric for use in hp operation manager hpom or operation management in bsm configure the hp operation manager integration ,0
for detail see integrate sitescope with hp operation manager product available from the hp software integration site  outline group and monitor organization base on the requirement and constraint identify in your assessment of the business system infrastructure  create and develop template to help speed the deployment of monitoring use standardized group structure naming convention and configuration setting ,0
for detail see the user define template and solution template section in use sitescope in the sitescope help ,1
build dependency between group and key monitor to help control redundant alert ,0
for detail see the working with sitescope group section in use sitescope in the sitescope help  roll out sitescope to business stakeholder and system administrator ,0
hp sitescope  page of deployment guide chapter post installation administration after the sitescope system be up and run with define user and incoming monitor datum begin the process of educate business and system user on how to access and use sitescope reporting and alert functionality ,1
hp sitescope  page of chapter install microsoft hotfixe to improve sitescope scalability and performance we recommend instal the follow microsoft hotfixe after instal sitescope hotfix download description https supportmicrosoftcom en us kb https supportmicrosoftcom en us kb https supportmicrosoftcom en us kb install the late microsoft mrxsmbsy and mrxsmb sys or mrxsmb,0
sys patch file on the sitescope server to prevent performance issue and monitor skip when run multiple perfex base monitor against the same host ,0
install the microsoft hotfix to use the microsoft exchange monitor on bit version of window window or window xp since a bit application can not access the system folder on a computer that be run a bit version of window server or ,0
https supportmicrosoftcom en us kb install the microsoft hotfix on the target window system to enable monitor microsoft window server use wmi ,0
in addition we recommend you perform the step in the microsoft knowledge base article below to avoid issue with permission and missing or corrupt counter value,0
microsoft knowledge base article issue description https supportmicrosoftcom en us kb https supportmicrosoftcom en us kb https supportmicrosoftcom en us kb https supportmicrosoftcom en us kb unable to connect to machine monitor performance object on window remote server require that a user have specific access permission as describe in the microsoft knowledge base for article and article ,1
wmi permission to configure the wmi service for remote monitoring the user enter on the wmi remote server must have permission to read statistic remotely from wmi namespace root cimv ,1
miss corrupt performance counter library value if the require performance counter library value be miss or be corrupt follow the instruction in microsoft knowledge base article kb to manually rebuild they ,0
hp sitescope  page of chapter getting start with sitescope this chapter include start the sitescope service overview below start and stop the sitescope service on window platform below start and stop the sitescope process on linux platform on the next page connect to sitescope on page sitescope classic interface on page troubleshooting and limitation on page start the sitescope service overview the sitescope process be start on all platform during installation ,0
l on windows platform sitescope be add as a service that be set to restart automatically if the server be reboot ,0
l on linux platform whenever you reboot the server where sitescope be instal you must restart the sitescope process ,0
you can start and stop the sitescope process manually as necessary use the step describe in this section ,0
start and stop the sitescope service on windows platform sitescope be instal as a service on microsoft windows platform ,0
by default the sitescope service be set to restart automatically whenever the server be reboot ,0
you can start and stop the sitescope service manually by use the service control panel ,0
to start or stop the sitescope service use service control panel ,0
open the service control panel by select start setting control panel administrative tool service ,0
hp sitescope  page of deployment guide chapter getting start with sitescope ,0
select sitescope in the list of service and right click to display the action menu  ,0
select start or stop as applicable from the action menu ,0
netstart and netstop command you can also start and stop the sitescope service by use the netstart and netstop command ,0
to start the sitescope service use netstart ,0
open a command line window on the server where sitescope be instal  ,0
run the netstart utility use the follow syntax net start sitescope to stop the sitescope service use netstop ,0
open a command line window on the server where sitescope be run  ,0
run the netstop utility use the follow syntax net stop sitescope start and stop the sitescope process on linux platforms sitescope have an autostart process that automatically start sitescope when the system start and stop sitescope when the system be stop ,0
note that if you change the permission on sitescope executable start stop you must also change the permission in the etc initd sitescope file as describe in to enable the service to start as a non root user of sitescope below ,1
you can also start and stop sitescope manually by use the shell script supply with the product ,0
you can automatically restart sitescope when a server be reboot by use an initd script  note while sitescope must be instal on linux from a root user account after it have be instal it can be run from a non root user account ,1
for detail see configure a non root user account with permission to run sitescope on page ,1
to enable the service to start as a non root user of sitescope hp sitescope  page of deployment guide chapter getting start with sitescope ,1
stop sitescope if it be run by run the command etc initd sitescope stop ,0
update the etc initd sitescope file as follow a add su sitecope c in front of the start command as follow su sitescope c sis dir start b ,0
add su sitecope c in front of the stop command as follow su sitescope c sis dir stop if sitescope be previously run as root change ownership of file to the right non root user chown sitescope opt hp sitescope r ,1
start sitescope by run the command etc initd sitescope start to manually start the sitescope process on linux ,0
open a terminal window on the server where sitescope be instal  ,0
run the start command shell script use the follow syntax installpath sitescope start alternatively on linux unix machine you can run service sitescope start in any directory ,0
to manually stop the sitescope process on linux ,0
open a terminal window on the server where sitescope be run  ,0
run the stop command shell script use the follow syntax installpath sitescope stop alternatively on linux unix machine you can run service sitescope stop in any directory ,0
in each of the command above replace installpath with the path where sitescope be instal ,0
for example if you instal sitescope in the usr directory the command to stop sitescope would be usr sitescope stop hp sitescope  page of deployment guide chapter getting start with sitescope connect to sitescope sitescope be design as a web application ,0
